0	0
1000	0.00250605
2000	0.00496889
3000	0.00734615
4000	0.00959709
5000	0.0116833
6000	0.0135697
7000	0.0152247
8000	0.0166213
9000	0.0177373
10000	0.0185557
11000	0.019065
12000	0.0192597
13000	0.0191397
14000	0.0187109
15000	0.0179845
16000	0.0169773
17000	0.0157108
18000	0.0142108
19000	0.0125072
20000	0.0106331
21000	0.00862414
22000	0.00651769
23000	0.00435235
24000	0.00216697
25000	4.33681e-19
26000	-0.0021113
27000	-0.00413151
28000	-0.00602776
29000	-0.00777024
30000	-0.00933277
31000	-0.0106932
32000	-0.0118337
33000	-0.0127413
34000	-0.0134073
35000	-0.0138283
36000	-0.0140052
37000	-0.0139439
38000	-0.0136542
39000	-0.0131503
40000	-0.0124495
41000	-0.0115727
42000	-0.010543
43000	-0.00938595
44000	-0.00812818
45000	-0.00679735
46000	-0.00542133
47000	-0.00402768
48000	-0.00264305
49000	-0.0012927
50000	-2.60209e-18
51000	0.00121396
52000	0.00233075
53000	0.00333481
54000	0.00421374
55000	0.00495835
56000	0.00556276
57000	0.00602431
58000	0.00634352
59000	0.00652388
60000	0.00657164
61000	0.00649549
62000	0.00630629
63000	0.00601663
64000	0.0056405
65000	0.00519286
66000	0.00468923
67000	0.0041453
68000	0.00357652
69000	0.00299775
70000	0.00242294
71000	0.00186483
72000	0.00133473
73000	0.000842283
74000	0.000395367
75000	-2.1684e-18
76000	-0.000339692
77000	-0.000621448
78000	-0.000844797
79000	-0.00101094
80000	-0.00112257
81000	-0.00118371
82000	-0.00119947
83000	-0.00117579
84000	-0.00111921
85000	-0.00103659
86000	-0.000934872
87000	-0.000820831
88000	-0.000700849
89000	-0.000580721
90000	-0.00046548
91000	-0.000359273
92000	-0.000265261
93000	-0.000185565
94000	-0.000121252
95000	-7.23661e-05
96000	-3.79877e-05
97000	-1.63375e-05
98000	-4.90733e-06
99000	-6.18444e-07
100000	-8.88178e-18
245000	-0.00751853
247500	-0.00765494
250000	1.05369e-16
444	-0.00751853
550000	-0.00765494
555556	1.05369e-16
43877e-05
1e+06	1.42109e-17
-05
555556	1.42109e-17
-3.255e-06
260526	2.76103e-06
263158	5.31355e-17
1.34084e-07
97058.8	1.70559e-06
98039.2	1.30874e-15
-07
5e+06	4.48459e-16
e-06
5.05556e+06	-3.08585e-07
5.11111e+06	-6.8327e-08
5.16667e+06	-7.44121e-07
5.22222e+06	1.58151e-06
5.27778e+06	8.1783e-07
5.33333e+06	-1.24874e-08
5.38889e+06	5.97471e-07
5.44444e+06	-2.03754e-07
5.5e+06	-2.72581e-07
5.55556e+06	4.48459e-16
