0	0.01
1000	0.0198374
2000	0.0193526
3000	0.0185543
4000	0.017457
5000	0.0160807
6000	0.0144503
7000	0.012595
8000	0.0105482
9000	0.00834652
10000	0.0060291
11000	0.00363685
12000	0.00121172
13000	-0.00120417
14000	-0.00356929
15000	-0.00584353
16000	-0.00798893
17000	-0.00997035
18000	-0.0117562
19000	-0.0133188
20000	-0.0146353
21000	-0.0156872
22000	-0.0164618
23000	-0.0169513
24000	-0.0171534
25000	-0.0170711
26000	-0.0167126
27000	-0.0160912
28000	-0.0152244
29000	-0.014134
30000	-0.0128455
31000	-0.0113871
32000	-0.00978973
33000	-0.00808585
34000	-0.006309
35000	-0.00449308
36000	-0.00267164
37000	-0.000877276
38000	0.000859053
39000	0.00250854
40000	0.00404508
41000	0.00544568
42000	0.00669082
43000	0.00776474
44000	0.00865564
45000	0.00935575
46000	0.00986137
47000	0.0101728
48000	0.010294
49000	0.0102328
50000	0.01
51000	0.00960952
52000	0.00907765
53000	0.00842277
54000	0.00766476
55000	0.00682459
56000	0.00592374
57000	0.00498374
58000	0.00402572
59000	0.00306991
60000	0.00213525
61000	0.00123908
62000	0.000396758
63000	-0.000378534
64000	-0.00107598
65000	-0.00168726
66000	-0.00220659
67000	-0.00263069
68000	-0.00295875
69000	-0.00319227
70000	-0.00333489
71000	-0.00339212
72000	-0.00337115
73000	-0.00328048
74000	-0.00312965
75000	-0.00292893
76000	-0.00268894
77000	-0.00242038
78000	-0.00213371
79000	-0.00183889
80000	-0.00154508
81000	-0.00126053
82000	-0.000992291
83000	-0.000746182
84000	-0.000526661
85000	-0.000336808
86000	-0.000178336
87000	-5.16423e-05
88000	4.40937e-05
89000	0.000110778
90000	0.000151244
91000	0.000169061
92000	0.00016834
93000	0.000153512
94000	0.00012912
95000	9.96034e-05
96000	6.90994e-05
97000	4.12638e-05
98000	1.91128e-05
99000	4.89549e-06
100000	0
4
250000	0.005
32
544444	-0.00244292
550000	0.00556164
555556	0.005
000280615
970000	-6.38323e-05
980000	2.95376e-05
990000	1.98029e-05
1e+06	0
0	1.98029e-05
555556	0
7895	1.99409e-05
260526	1.26596e-05
263158	4.1783e-06
89e-06
96078.4	-1.38465e-08
97058.8	-6.26546e-07
98039.2	6.6025e-08
8
019e-16
5.05556e+06	1.94833e-06
5.11111e+06	-2.22008e-08
5.16667e+06	1.46042e-06
5.22222e+06	1.14904e-06
5.27778e+06	-8.1783e-07
5.33333e+06	-1.71875e-08
5.38889e+06	-3.04427e-07
5.44444e+06	-6.27089e-07
5.5e+06	4.31726e-08
5.55556e+06	3.15e-08
